"quarter","molecule","product_type","brand","suffix","company","is_sb","is_orig","hcpcs_code","desc","payment_limit","addon_pct","ira_qualifying","asp_per_unit","asp","notes"
"2026 Q2 (Apr)","Denosumab","Biosimilar","Jubbonti/Wyost","denosumab-bbdz","Sandoz","False","False","Q5136","Inj. denosumab-bbdz, 1 mg","27.914","8","True","25.687057","3082.45","8% of reference add-on applied"
"2026 Q2 (Apr)","Denosumab","Biosimilar","Stoboclo/Osenvelt","denosumab-bmwo","Celltrion","False","False","Q5157","Inj, denosumab-bmwo, 1 mg","26.209","8","True","23.982057","2877.85","Added April 2026; 8% of reference add-on applied"
"2021 Q1 (Jan)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","75.748","6","False","71.460377","2858.42","Updated July 2021"
"2021 Q2 (Apr)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","72.514","6","False","68.409434","2736.38",""
"2021 Q3 (Jul)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","70.595","6","False","66.599057","2663.96",""
"2021 Q4 (Oct)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","70.412","6","False","66.426415","2657.06",""
"2022 Q1 (Jan)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","67.861","6","False","64.019811","2560.79",""
"2022 Q2 (Apr)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","69.491","6","False","65.557547","2622.3",""
"2022 Q3 (Jul)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","69.225","6","False","65.306604","2612.26",""
"2022 Q4 (Oct)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","69.722","6","False","65.775472","2631.02",""
"2023 Q1 (Jan)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","70.752","6","False","66.74717","2669.89",""
"2023 Q2 (Apr)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","71.354","6","False","67.315094","2692.6",""
"2023 Q3 (Jul)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","73.579","6","False","69.414151","2776.57",""
"2023 Q4 (Oct)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","73.81","6","False","69.632075","2785.28",""
"2024 Q1 (Jan)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","74.073","6","False","69.880189","2795.21",""
"2024 Q2 (Apr)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","74.156","6","False","69.958491","2798.34",""
"2024 Q3 (Jul)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","72.462","6","False","68.360377","2734.42",""
"2024 Q4 (Oct)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","72.704","6","False","68.588679","2743.55",""
"2025 Q1 (Jan)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","73.19","6","False","69.04717","2761.89",""
"2025 Q3 (Jul)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","73.049","6","False","68.914151","2756.57",""
"2025 Q4 (Oct)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","73.201","6","False","69.057547","2762.3",""
"2026 Q1 (Jan)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","73.632","6","False","69.464151","2778.57",""
"2026 Q2 (Apr)","Bevacizumab","Originator","Avastin","J9035","Genentech (Roche)","False","True","J9035","Bevacizumab injection","74.355","6","False","70.146226","2805.85",""
"2021 Q1 (Jan)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","56.733","8","True","51.01617","2040.65",""
"2021 Q2 (Apr)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","52.893","8","True","47.420245","1896.81",""
"2021 Q3 (Jul)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","48.781","8","True","43.453075","1738.12",""
"2021 Q4 (Oct)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","44.557","8","True","39.242887","1569.72",""
"2022 Q1 (Jan)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","39.768","8","True","34.646415","1385.86",""
"2022 Q2 (Apr)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","36.131","8","True","30.886396","1235.46",""
"2022 Q3 (Jul)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","32.239","8","True","27.014472","1080.58",""
"2022 Q4 (Oct)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","30.31","8","True","25.047962","1001.92","8% of reference add-on applied"
"2023 Q1 (Jan)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","31.696","8","True","26.356226","1054.25","8% of reference add-on applied"
"2023 Q2 (Apr)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","28.567","8","True","23.181792","927.27","8% of reference add-on applied"
"2023 Q3 (Jul)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","28.398","8","True","22.844868","913.79","8% of reference add-on applied"
"2023 Q4 (Oct)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","27.853","8","True","22.282434","891.3","8% of reference add-on applied"
"2024 Q1 (Jan)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","25.62","8","True","20.029585","801.18","8% of reference add-on applied"
"2024 Q2 (Apr)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","26.75","8","True","21.153321","846.13","8% of reference add-on applied"
"2024 Q3 (Jul)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","26.604","8","True","21.13517","845.41","8% of reference add-on applied"
"2024 Q4 (Oct)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","26.585","8","True","21.097906","843.92","8% of reference add-on applied"
"2025 Q1 (Jan)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","28.727","8","True","23.203226","928.13","8% of reference add-on applied"
"2025 Q3 (Jul)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","28.848","8","True","23.334868","933.39","8% of reference add-on applied"
"2025 Q4 (Oct)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","27.862","8","True","22.337396","893.5","8% of reference add-on applied"
"2026 Q1 (Jan)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","23.84","8","True","18.282868","731.31","8% of reference add-on applied"
"2026 Q2 (Apr)","Bevacizumab","Biosimilar","Mvasi","bevacizumab-awwb","Amgen","False","False","Q5107","Inj mvasi 10 mg","23.735","8","True","18.123302","724.93","8% of reference add-on applied"
"2021 Q1 (Jan)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","59.471","8","True","53.75417","2150.17",""
"2021 Q2 (Apr)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","57.343","8","True","51.870245","2074.81",""
"2021 Q3 (Jul)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","55.185","8","True","49.857075","1994.28",""
"2021 Q4 (Oct)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","52.369","8","True","47.054887","1882.2",""
"2022 Q1 (Jan)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","50.589","8","True","45.467415","1818.7",""
"2022 Q2 (Apr)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","45.863","8","True","40.618396","1624.74",""
"2022 Q3 (Jul)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","41.862","8","True","36.637472","1465.5",""
"2022 Q4 (Oct)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","38.664","8","True","33.401962","1336.08","8% of reference add-on applied"
"2023 Q1 (Jan)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","32.679","8","True","27.339226","1093.57","Updated January 2024 - 8% of reference add-on applied"
"2023 Q2 (Apr)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","29.477","8","True","24.091792","963.67","Updated January 2024 - 8% of reference add-on applied"
"2023 Q3 (Jul)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","26.168","8","True","20.614868","824.59","Updated January 2024 - 8% of reference add-on applied"
"2023 Q4 (Oct)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","23.737","8","True","18.166434","726.66","8% of reference add-on applied"
"2024 Q1 (Jan)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","21.511","8","True","15.920585","636.82","8% of reference add-on applied"
"2024 Q2 (Apr)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","20.755","8","True","15.158321","606.33","8% of reference add-on applied"
"2024 Q3 (Jul)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","20.97","8","True","15.50117","620.05","8% of reference add-on applied"
"2024 Q4 (Oct)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","23.586","8","True","18.098906","723.96","8% of reference add-on applied"
"2025 Q1 (Jan)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","23.0","8","True","17.476226","699.05","8% of reference add-on applied"
"2025 Q3 (Jul)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","23.93","8","True","18.416868","736.67","8% of reference add-on applied"
"2025 Q4 (Oct)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","25.766","8","True","20.241396","809.66","8% of reference add-on applied"
"2026 Q1 (Jan)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","25.799","8","True","20.241868","809.67","8% of reference add-on applied"
"2026 Q2 (Apr)","Bevacizumab","Biosimilar","Zirabev","bevacizumab-bvzr","Pfizer","False","False","Q5118","Inj., zirabev, 10 mg","25.854","8","True","20.242302","809.69","8% of reference add-on applied"
"2023 Q2 (Apr)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","73.708","6","False","69.669094","2786.76","Added April 2023"
"2023 Q3 (Jul)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","72.518","8","True","66.964868","2678.59","8% of reference add-on applied"
"2023 Q4 (Oct)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","63.916","8","True","58.345434","2333.82","8% of reference add-on applied"
"2024 Q1 (Jan)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","60.584","8","True","54.993585","2199.74","8% of reference add-on applied"
"2024 Q2 (Apr)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","55.386","8","True","49.789321","1991.57","Updated April 2025 - 8% of reference add-on applied"
"2024 Q3 (Jul)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","52.351","8","True","46.88217","1875.29","Updated April 2025 - 8% of reference add-on applied"
"2024 Q4 (Oct)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","48.702","8","True","43.214906","1728.6","Updated April 2025 - 8% of reference add-on applied"
"2025 Q1 (Jan)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","48.788","8","True","43.264226","1730.57","Updated April 2025 - 8% of reference add-on applied"
"2025 Q3 (Jul)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","42.6","8","True","37.086868","1483.47","8% of reference add-on applied"
"2025 Q4 (Oct)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","37.818","8","True","32.293396","1291.74","8% of reference add-on applied"
"2026 Q1 (Jan)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","33.012","8","True","27.454868","1098.19","8% of reference add-on applied"
"2026 Q2 (Apr)","Bevacizumab","Biosimilar","Alymsys","bevacizumab-maly","Amneal","False","False","Q5126","Inj alymsys 10 mg","51.589","8","True","45.977302","1839.09","8% of reference add-on applied"
"2023 Q4 (Oct)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","69.772","8","True","64.201434","2568.06","Added October 2023"
"2024 Q1 (Jan)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","72.412","8","True","66.821585","2672.86","8% of reference add-on applied"
"2024 Q2 (Apr)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","69.268","8","True","63.671321","2546.85","8% of reference add-on applied"
"2024 Q3 (Jul)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","61.241","8","True","55.77217","2230.89","8% of reference add-on applied"
"2024 Q4 (Oct)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","56.824","8","True","51.336906","2053.48","8% of reference add-on applied"
"2025 Q1 (Jan)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","52.001","8","True","46.477226","1859.09","8% of reference add-on applied"
"2025 Q3 (Jul)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","43.619","8","True","38.105868","1524.23","8% of reference add-on applied"
"2025 Q4 (Oct)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","39.964","8","True","34.439396","1377.58","8% of reference add-on applied"
"2026 Q1 (Jan)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","38.158","8","True","32.600868","1304.03","8% of reference add-on applied"
"2026 Q2 (Apr)","Bevacizumab","Biosimilar","Vegzelma","bevacizumab-adcd","Celltrion","False","False","Q5129","Inj, vegzelma, 10 mg","34.654","8","True","29.042302","1161.69","8% of reference add-on applied"
"2021 Q1 (Jan)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","91.836","6","False","86.637736","4331.89","Updated July 2021"
"2021 Q2 (Apr)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","89.141","6","False","84.095283","4204.76",""
"2021 Q3 (Jul)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","87.775","6","False","82.806604","4140.33",""
"2021 Q4 (Oct)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","86.937","6","False","82.016038","4100.8",""
"2022 Q1 (Jan)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","85.633","6","False","80.785849","4039.29",""
"2022 Q2 (Apr)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","85.435","6","False","80.599057","4029.95",""
"2022 Q3 (Jul)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","84.166","6","False","79.401887","3970.09",""
"2022 Q4 (Oct)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","82.251","6","False","77.595283","3879.76",""
"2023 Q1 (Jan)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","81.748","6","False","77.120755","3856.04",""
"2023 Q2 (Apr)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","81.187","6","False","76.591509","3829.58",""
"2023 Q3 (Jul)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","81.037","6","False","76.45","3822.5",""
"2023 Q4 (Oct)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","80.192","6","False","75.65283","3782.64",""
"2024 Q1 (Jan)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","79.198","6","False","74.715094","3735.75",""
"2024 Q2 (Apr)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","78.872","6","False","74.407547","3720.38",""
"2024 Q3 (Jul)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","77.675","6","False","73.278302","3663.92",""
"2024 Q4 (Oct)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","77.314","6","False","72.937736","3646.89",""
"2025 Q1 (Jan)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","76.73","6","False","72.386792","3619.34",""
"2025 Q3 (Jul)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","75.931","6","False","71.633019","3581.65",""
"2025 Q4 (Oct)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","75.22","6","False","70.962264","3548.11",""
"2026 Q1 (Jan)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","74.765","6","False","70.533019","3526.65",""
"2026 Q2 (Apr)","Rituximab","Originator","Rituxan","J9312","Genentech/Biogen","False","True","J9312","Inj., rituximab, 10 mg","74.158","6","False","69.960377","3498.02",""
"2021 Q1 (Jan)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","68.498","8","True","61.566981","3078.35",""
"2021 Q2 (Apr)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","62.064","8","True","55.336377","2766.82",""
"2021 Q3 (Jul)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","60.839","8","True","54.214472","2710.72",""
"2021 Q4 (Oct)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","60.577","8","True","54.015717","2700.79",""
"2022 Q1 (Jan)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","57.347","8","True","50.884132","2544.21",""
"2022 Q2 (Apr)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","53.691","8","True","47.243075","2362.15",""
"2022 Q3 (Jul)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","48.34","8","True","41.987849","2099.39",""
"2022 Q4 (Oct)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","53.02","8","True","46.812377","2340.62","8% of reference add-on applied"
"2023 Q1 (Jan)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","48.829","8","True","42.65934","2132.97","8% of reference add-on applied"
"2023 Q2 (Apr)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","47.801","8","True","41.673679","2083.68","8% of reference add-on applied"
"2023 Q3 (Jul)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","39.791","8","True","33.675","1683.75","8% of reference add-on applied"
"2023 Q4 (Oct)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","37.626","8","True","31.573774","1578.69","8% of reference add-on applied"
"2024 Q1 (Jan)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","35.892","8","True","29.914792","1495.74","8% of reference add-on applied"
"2024 Q2 (Apr)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","30.98","8","True","25.027396","1251.37","8% of reference add-on applied"
"2024 Q3 (Jul)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","33.703","8","True","27.840736","1392.04","8% of reference add-on applied"
"2024 Q4 (Oct)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","33.594","8","True","27.758981","1387.95","8% of reference add-on applied"
"2025 Q1 (Jan)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","31.833","8","True","26.042057","1302.1","8% of reference add-on applied"
"2025 Q3 (Jul)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","31.18","8","True","25.449358","1272.47","8% of reference add-on applied"
"2025 Q4 (Oct)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","29.379","8","True","23.702019","1185.1","8% of reference add-on applied"
"2026 Q1 (Jan)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","30.145","8","True","24.502358","1225.12","8% of reference add-on applied"
"2026 Q2 (Apr)","Rituximab","Biosimilar","Truxima","rituximab-abbs","Celltrion/Teva","False","False","Q5115","Inj truxima 10 mg","31.278","8","True","25.68117","1284.06","8% of reference add-on applied"
"2021 Q1 (Jan)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","67.323","8","True","60.391981","3019.6",""
"2021 Q2 (Apr)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","64.507","8","True","57.779377","2888.97",""
"2021 Q3 (Jul)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","62.482","8","True","55.857472","2792.87",""
"2021 Q4 (Oct)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","58.796","8","True","52.234717","2611.74",""
"2022 Q1 (Jan)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","56.37","8","True","49.907132","2495.36",""
"2022 Q2 (Apr)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","49.816","8","True","43.368075","2168.4",""
"2022 Q3 (Jul)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","44.029","8","True","37.676849","1883.84",""
"2022 Q4 (Oct)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","39.741","8","True","33.533377","1676.67","8% of reference add-on applied"
"2023 Q1 (Jan)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","31.087","8","True","24.91734","1245.87","Updated January 2024 - 8% of reference add-on applied"
"2023 Q2 (Apr)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","27.585","8","True","21.457679","1072.88","Updated January 2024 - 8% of reference add-on applied"
"2023 Q3 (Jul)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","24.718","8","True","18.602","930.1","Updated January 2024 - 8% of reference add-on applied"
"2023 Q4 (Oct)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","22.304","8","True","16.251774","812.59","8% of reference add-on applied"
"2024 Q1 (Jan)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","20.447","8","True","14.469792","723.49","8% of reference add-on applied"
"2024 Q2 (Apr)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","20.275","8","True","14.322396","716.12","8% of reference add-on applied"
