"quarter","molecule","product_type","brand","suffix","company","is_sb","is_orig","hcpcs_code","desc","payment_limit","addon_pct","ira_qualifying","asp_per_unit","asp","notes"
"2024 Q3 (Jul)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","19.251","8","True","13.388736","669.44","8% of reference add-on applied"
"2024 Q4 (Oct)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","22.437","8","True","16.601981","830.1","8% of reference add-on applied"
"2025 Q1 (Jan)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","23.589","8","True","17.798057","889.9","8% of reference add-on applied"
"2025 Q3 (Jul)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","26.503","8","True","20.772358","1038.62","8% of reference add-on applied"
"2025 Q4 (Oct)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","27.845","8","True","22.168019","1108.4","8% of reference add-on applied"
"2026 Q1 (Jan)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","13.27","8","True","7.627358","381.37","8% of reference add-on applied"
"2026 Q2 (Apr)","Rituximab","Biosimilar","Ruxience","rituximab-pvvr","Pfizer","False","False","Q5119","Inj ruxience, 10 mg","13.686","8","True","8.08917","404.46","8% of reference add-on applied"
"2021 Q3 (Jul)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","73.83","8","True","67.205472","3360.27","Added July 2021"
"2021 Q4 (Oct)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","72.225","8","True","65.663717","3283.19",""
"2022 Q1 (Jan)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","64.329","8","True","57.866132","2893.31",""
"2022 Q2 (Apr)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","56.588","8","True","50.140075","2507.0",""
"2022 Q3 (Jul)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","49.837","8","True","43.484849","2174.24",""
"2022 Q4 (Oct)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","48.6","8","True","42.392377","2119.62","8% of reference add-on applied"
"2023 Q1 (Jan)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","49.75","8","True","43.58034","2179.02","8% of reference add-on applied"
"2023 Q2 (Apr)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","45.205","8","True","39.077679","1953.88","8% of reference add-on applied"
"2023 Q3 (Jul)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","44.579","8","True","38.463","1923.15","8% of reference add-on applied"
"2023 Q4 (Oct)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","43.475","8","True","37.422774","1871.14","8% of reference add-on applied"
"2024 Q1 (Jan)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","41.419","8","True","35.441792","1772.09","8% of reference add-on applied"
"2024 Q2 (Apr)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","41.418","8","True","35.465396","1773.27","8% of reference add-on applied"
"2024 Q3 (Jul)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","40.372","8","True","34.509736","1725.49","8% of reference add-on applied"
"2024 Q4 (Oct)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","38.645","8","True","32.809981","1640.5","8% of reference add-on applied"
"2025 Q1 (Jan)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","36.776","8","True","30.985057","1549.25","8% of reference add-on applied"
"2025 Q3 (Jul)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","29.917","8","True","24.186358","1209.32","8% of reference add-on applied"
"2025 Q4 (Oct)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","26.509","8","True","20.832019","1041.6","8% of reference add-on applied"
"2026 Q1 (Jan)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","20.896","8","True","15.253358","762.67","8% of reference add-on applied"
"2026 Q2 (Apr)","Rituximab","Biosimilar","Riabni","rituximab-arrx","Amgen","False","False","Q5123","Inj. riabni, 10 mg","20.257","8","True","14.66017","733.01","8% of reference add-on applied"
"2021 Q1 (Jan)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.938","6","False","0.884906","265.47",""
"2021 Q2 (Apr)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.95","6","False","0.896226","268.87",""
"2021 Q3 (Jul)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.964","6","False","0.909434","272.83",""
"2021 Q4 (Oct)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.972","6","False","0.916981","275.09",""
"2022 Q1 (Jan)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.984","6","False","0.928302","278.49",""
"2022 Q2 (Apr)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.994","6","False","0.937736","281.32",""
"2022 Q3 (Jul)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.996","6","False","0.939623","281.89",""
"2022 Q4 (Oct)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.987","6","False","0.931132","279.34",""
"2023 Q1 (Jan)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.98","6","False","0.924528","277.36",""
"2023 Q2 (Apr)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.98","6","False","0.924528","277.36",""
"2023 Q3 (Jul)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.985","6","False","0.929245","278.77",""
"2023 Q4 (Oct)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.986","6","False","0.930189","279.06",""
"2024 Q1 (Jan)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.985","6","False","0.929245","278.77",""
"2024 Q2 (Apr)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.994","6","False","0.937736","281.32",""
"2024 Q3 (Jul)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.995","6","False","0.938679","281.6",""
"2024 Q4 (Oct)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.995","6","False","0.938679","281.6",""
"2025 Q1 (Jan)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.984","6","False","0.928302","278.49",""
"2025 Q3 (Jul)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.985","6","False","0.929245","278.77",""
"2025 Q4 (Oct)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.996","6","False","0.939623","281.89",""
"2026 Q1 (Jan)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","0.997","6","False","0.940566","282.17",""
"2026 Q2 (Apr)","Filgrastim","Originator","Neupogen","J1442","Amgen","False","True","J1442","Inj filgrastim excl biosimil","1.016","6","False","0.958491","287.55",""
"2021 Q1 (Jan)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.413","8","True","0.342208","102.66",""
"2021 Q2 (Apr)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.378","8","True","0.306302","91.89",""
"2021 Q3 (Jul)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.349","8","True","0.276245","82.87",""
"2021 Q4 (Oct)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.318","8","True","0.244642","73.39",""
"2022 Q1 (Jan)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.306","8","True","0.231736","69.52",""
"2022 Q2 (Apr)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.31","8","True","0.234981","70.49","Updated January 2023"
"2022 Q3 (Jul)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.267","8","True","0.19183","57.55","Updated January 2023"
"2022 Q4 (Oct)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.273","8","True","0.198509","59.55","8% of reference add-on applied"
"2023 Q1 (Jan)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.238","8","True","0.164038","49.21","8% of reference add-on applied"
"2023 Q2 (Apr)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.224","8","True","0.150038","45.01","8% of reference add-on applied"
"2023 Q3 (Jul)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.181","8","True","0.10666","32.0","8% of reference add-on applied"
"2023 Q4 (Oct)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.17","8","True","0.095585","28.68","8% of reference add-on applied"
"2024 Q1 (Jan)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.319","8","True","0.24466","73.4","8% of reference add-on applied"
"2024 Q2 (Apr)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.423","8","True","0.347981","104.39","8% of reference add-on applied"
"2024 Q3 (Jul)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.248","8","True","0.172906","51.87","AMP-based payment limit"
"2024 Q4 (Oct)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.362","8","True","0.286906","86.07",""
"2025 Q1 (Jan)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.357","8","True","0.282736","84.82","8% of reference add-on applied"
"2025 Q3 (Jul)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.367","8","True","0.29266","87.8","8% of reference add-on applied"
"2025 Q4 (Oct)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.458","8","True","0.38283","114.85","8% of reference add-on applied"
"2026 Q1 (Jan)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.349","8","True","0.273755","82.13","8% of reference add-on applied"
"2026 Q2 (Apr)","Filgrastim","Biosimilar","Zarxio","filgrastim-sndz","Sandoz","False","False","Q5101","Injection, zarxio","0.354","8","True","0.277321","83.2","8% of reference add-on applied"
"2021 Q1 (Jan)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.523","8","True","0.452208","135.66",""
"2021 Q2 (Apr)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.451","8","True","0.379302","113.79",""
"2021 Q3 (Jul)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.388","8","True","0.315245","94.57",""
"2021 Q4 (Oct)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.325","8","True","0.251642","75.49",""
"2022 Q1 (Jan)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.337","8","True","0.262736","78.82",""
"2022 Q2 (Apr)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.356","8","True","0.280981","84.29",""
"2022 Q3 (Jul)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.34","8","True","0.26483","79.45",""
"2022 Q4 (Oct)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.4","8","True","0.325509","97.65","8% of reference add-on applied"
"2023 Q1 (Jan)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.358","8","True","0.284038","85.21","8% of reference add-on applied"
"2023 Q2 (Apr)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.334","8","True","0.260038","78.01","8% of reference add-on applied"
"2023 Q3 (Jul)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.326","8","True","0.25166","75.5","8% of reference add-on applied"
"2023 Q4 (Oct)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.297","8","True","0.222585","66.78","8% of reference add-on applied"
"2024 Q1 (Jan)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.291","8","True","0.21666","65.0","8% of reference add-on applied"
"2024 Q2 (Apr)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.285","8","True","0.209981","62.99","8% of reference add-on applied"
"2024 Q3 (Jul)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.277","8","True","0.201906","60.57","8% of reference add-on applied"
"2024 Q4 (Oct)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.27","8","True","0.194906","58.47","8% of reference add-on applied"
"2025 Q1 (Jan)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.289","8","True","0.214736","64.42","8% of reference add-on applied"
"2025 Q3 (Jul)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.286","8","True","0.21166","63.5","8% of reference add-on applied"
"2025 Q4 (Oct)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.304","8","True","0.22883","68.65","8% of reference add-on applied"
"2026 Q1 (Jan)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.275","8","True","0.199755","59.93","8% of reference add-on applied"
"2026 Q2 (Apr)","Filgrastim","Biosimilar","Nivestym","filgrastim-aafi","Pfizer/Hospira","False","False","Q5110","Nivestym","0.284","8","True","0.207321","62.2","8% of reference add-on applied"
"2023 Q2 (Apr)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.585","8","True","0.511038","153.31","Added April 2023"
"2023 Q3 (Jul)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.586","8","True","0.51166","153.5","8% of reference add-on applied"
"2023 Q4 (Oct)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.525","8","True","0.450585","135.18","8% of reference add-on applied"
"2024 Q1 (Jan)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.539","8","True","0.46466","139.4","8% of reference add-on applied"
"2024 Q2 (Apr)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.445","8","True","0.369981","110.99","Updated April 2025 - 8% of reference add-on applied"
"2024 Q3 (Jul)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.41","8","True","0.334906","100.47","AMP-based payment limit"
"2024 Q4 (Oct)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.472","8","True","0.396906","119.07",""
"2025 Q1 (Jan)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.451","8","True","0.376736","113.02","8% of reference add-on applied"
"2025 Q3 (Jul)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.408","8","True","0.33366","100.1","8% of reference add-on applied"
"2025 Q4 (Oct)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.375","8","True","0.29983","89.95","8% of reference add-on applied"
"2026 Q1 (Jan)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.338","8","True","0.262755","78.83","8% of reference add-on applied"
"2026 Q2 (Apr)","Filgrastim","Biosimilar","Releuko","filgrastim-ayow","Amneal/Kashiv","False","False","Q5125","Inj, releuko 1 mcg","0.32","8","True","0.243321","73.0","8% of reference add-on applied"
"2022 Q1 (Jan)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","182.032","6","False","171.728302","2060.74",""
"2022 Q2 (Apr)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","167.681","6","False","158.189623","1898.28",""
"2022 Q3 (Jul)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","155.827","6","False","147.006604","1764.08",""
"2022 Q4 (Oct)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","131.414","6","False","123.975472","1487.71",""
"2023 Q1 (Jan)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","135.166","6","False","127.515094","1530.18",""
"2023 Q2 (Apr)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","109.685","6","False","103.476415","1241.72",""
"2023 Q3 (Jul)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","85.71","6","False","80.858491","970.3",""
"2023 Q4 (Oct)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","74.948","6","False","70.70566","848.47",""
"2024 Q1 (Jan)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","50.678","6","False","47.809434","573.71",""
"2024 Q2 (Apr)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","109.754","6","False","103.541509","1242.5",""
"2024 Q3 (Jul)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","55.126","6","False","52.00566","624.07",""
"2024 Q4 (Oct)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","31.144","6","False","29.381132","352.57",""
"2025 Q1 (Jan)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","19.981","6","False","18.85","226.2",""
"2025 Q3 (Jul)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","58.399","6","False","55.093396","661.12",""
"2025 Q4 (Oct)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","89.344","6","False","84.286792","1011.44",""
"2026 Q1 (Jan)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","122.837","6","False","115.883962","1390.61",""
"2026 Q2 (Apr)","Pegfilgrastim","Originator","Neulasta","J2506","Amgen","False","True","J2506","Inj pegfilgrast ex bio 0.5mg","127.379","6","False","120.168868","1442.03",""
"2021 Q1 (Jan)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","248.162","6","False","248.162","2977.94",""
"2021 Q2 (Apr)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","236.457","6","False","236.457","2837.48",""
"2021 Q3 (Jul)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","222.261","6","False","222.261","2667.13",""
"2021 Q4 (Oct)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","211.185","6","False","211.185","2534.22",""
"2022 Q1 (Jan)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","204.138","6","False","193.834302","2326.01",""
"2022 Q2 (Apr)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","179.848","6","False","170.356623","2044.28",""
"2022 Q3 (Jul)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","165.659","6","False","156.838604","1882.06","Updated October 2022"
"2022 Q4 (Oct)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","141.114","6","False","133.675472","1604.11",""
"2023 Q1 (Jan)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","136.543","6","False","128.892094","1546.71","8% of reference add-on applied"
"2023 Q2 (Apr)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","132.515","6","False","126.306415","1515.68",""
"2023 Q3 (Jul)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","111.145","6","False","106.293491","1275.52",""
"2023 Q4 (Oct)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","96.464","6","False","92.22166","1106.66",""
"2024 Q1 (Jan)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","122.54","6","False","119.671434","1436.06",""
"2024 Q2 (Apr)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","164.037","6","False","157.824509","1893.89",""
"2024 Q3 (Jul)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","147.755","6","False","144.63466","1735.62",""
"2024 Q4 (Oct)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","135.534","6","False","133.771132","1605.25",""
"2025 Q1 (Jan)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","125.304","6","False","124.173","1490.08",""
"2025 Q3 (Jul)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","103.705","6","False","100.399396","1204.79",""
"2025 Q4 (Oct)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","99.128","6","False","94.070792","1128.85",""
"2026 Q1 (Jan)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","98.871","8","True","89.600283","1075.2","8% of reference add-on applied"
"2026 Q2 (Apr)","Pegfilgrastim","Biosimilar","Fulphila","pegfilgrastim-jmdb","Biocon","False","False","Q5108","Injection, fulphila","79.498","8","True","69.884491","838.61","8% of reference add-on applied"
"2021 Q1 (Jan)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","267.786","6","False","267.786","3213.43",""
"2021 Q2 (Apr)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","251.301","6","False","251.301","3015.61",""
"2021 Q3 (Jul)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","251.736","6","False","251.736","3020.83",""
"2021 Q4 (Oct)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","222.375","6","False","222.375","2668.5",""
"2022 Q1 (Jan)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","202.099","6","False","191.795302","2301.54",""
"2022 Q2 (Apr)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","183.412","6","False","173.920623","2087.05",""
"2022 Q3 (Jul)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","171.869","6","False","163.048604","1956.58",""
"2022 Q4 (Oct)","Pegfilgrastim","Biosimilar","Udenyca","pegfilgrastim-cbqv","Coherus","False","False","Q5111","Injection, udenyca 0.5 mg","163.6","6","False","156.161472","1873.94",""
